# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "1" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "unzipped.gtf" "-o" "SRR453566_featurecounts.txt" "SRR453566_final_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_final_sorted.bam
YHR168W	VIII	440377	441933	+	1557	304
YHR167W	VIII	439342	440127	+	786	214
YHR050W	VIII	207654	209303	+	1650	678
YHR112C	VIII	334527	335663	-	1137	1926
YHR027C	VIII	161730	164711	-	2982	6579
YHR214C-E	VIII	551200	551499	-	300	0
YHR214W	VIII	541651	542262	+	612	18
YHR188C	VIII	482005	483837	-	1833	1339
YHL023C	VIII	59123	62563	-	3441	947
YHR099W	VIII	302761	313995	+	11235	2300
YHR196W	VIII	491931	493658	+	1728	1568
YHR177W	VIII	456591	457952	+	1362	271
YHR174W	VIII	451327	452640	+	1314	88832
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	117
YHR034C	VIII	176965	177999	-	1035	254
YHR179W	VIII	462502	463704	+	1203	6334
YHR014W	VIII	132047	132922	+	876	44
YHR171W	VIII	445713	447605	+	1893	155
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	0
YHR121W	VIII	352756	353319	+	564	1097
YHR116W	VIII	341665	342120	+	456	224
YHR087W	VIII	280820	281155	+	336	302
YHR176W	VIII	454229	455527	+	1299	339
YHR173C	VIII	450815	451153	-	339	43
YHL010C	VIII	81964	83721	-	1758	173
YHR102W	VIII	316572	319814	+	3243	587
YHR063C	VIII	224030	225169	-	1140	1229
YHR050W-A	VIII	209475	209645	+	171	152
YHR137C-A	VIII	375738	376388	-	651	0
YHL017W	VIII	70276	71874	+	1599	764
YHL035C	VIII	27978	32756	-	4779	615
YHR043C	VIII	192805	193545	-	741	467
YHR115C	VIII	340109	341359	-	1251	655
YHL007C	VIII	95118	97937	-	2820	1294
YHR018C	VIII	140011	141402	-	1392	8815
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	726
YHL019C	VIII	67731	69548	-	1818	223
YHR061C	VIII	221534	222478	-	945	184
tV(AAC)H	VIII	85298	85371	-	74	0
snR32	VIII	381540	381727	+	188	22
YHR068W	VIII	232133	233296	+	1164	2809
YHR218W-A	VIII	559932	560249	+	318	0
YHR037W	VIII	181977	183704	+	1728	1559
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	775
YHR144C	VIII	387788	388726	-	939	321
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	1861
YHR156C	VIII	411384	412406	-	1023	181
YHR217C	VIII	556581	557042	-	462	0
YHR036W	VIII	180345	181760	+	1416	373
YHR091C	VIII	284839	286770	-	1932	680
YHR052W	VIII	210848	211978	+	1131	1498
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	874
YHR009C	VIII	124109	125680	-	1572	1635
YHL018W	VIII	69708	70070	+	363	43
YHL012W	VIII	78936	80417	+	1482	139
YHR211W	VIII	525392	528619	+	3228	318
YHR155W	VIII	407103	410789	+	3687	632
RUF5-1	VIII	212409	213118	+	710	0
YHR139C	VIII	378219	379199	-	981	46
YHR032W-A	VIII	175195	175374	+	180	49
tA(AGC)H	VIII	146242	146314	-	73	4
YHR210C	VIII	520712	521737	-	1026	75
YHR072W-A	VIII	241664	241840	+	177	1901
YHR140W	VIII	380572	381291	+	720	86
YHR044C	VIII	194068	194808	-	741	110
YHL016C	VIII	72037	74244	-	2208	104
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0
YHR202W	VIII	502388	504196	+	1809	285
YHR019C	VIII	141894	143558	-	1665	5375
YHL034W-A	VIII	33176	33637	+	462	23
YHR213W-B	VIII	540800	541099	+	300	47
YHR104W	VIII	323409	324392	+	984	808
YHR083W	VIII	272627	273616	+	990	689
YHR165W-A	VIII	436647	436958	+	312	0
YHL022C	VIII	62961	64157	-	1197	76
YHR032W	VIII	173344	175089	+	1746	1187
YHR008C	VIII	122889	123590	-	702	1901
YHL038C	VIII	23617	25509	-	1893	686
YHR071C-A	VIII	238910	239230	-	321	0
YHR081W	VIII	267538	268092	+	555	549
YHL050W-A	VIII	811	1293	+	483	0
YHL028W	VIII	48763	50580	+	1818	426
YHR073C-B	VIII	245422	245502	-	81	0
YHL033C	VIII	35255	36025	-	771	7929
YHR066W	VIII	229335	230696	+	1362	1023
YHR029C	VIII	167677	168561	-	885	625
YHR178W	VIII	459299	461530	+	2232	316
YHR063W-A	VIII	225442	225777	+	336	19
YHR040W	VIII	187924	189024	+	1101	466
YHR192W	VIII	486826	487662	+	837	523
YHR017W	VIII	138694	139851	+	1158	470
YHR004C	VIII	111754	113094	-	1341	381
YHL040C	VIII	19088	20971	-	1884	466
YHR191C	VIII	486230	486631	-	402	164
YHR201C	VIII	499950	501143	-	1194	966
YHR103W	VIII	320414	322972	+	2559	978
YHR213W	VIII	539151	539747	+	597	3
YHR153C	VIII	402086	402682	-	597	63
YHR082C	VIII	268459	271548	-	3090	1410
YHR069C-A	VIII	234874	235236	-	363	0
YHR020W	VIII	143996	146062	+	2067	4337
YHR057C	VIII	218226	218843	-	618	823
YHL024W	VIII	56649	58790	+	2142	303
YHR128W	VIII	362115	362765	+	651	1228
tQ(UUG)H	VIII	134321	134392	+	72	0
YHR047C	VIII	198740	201310	-	2571	861
YHL026C	VIII	53219	54166	-	948	200
YHR197W	VIII	493896	496187	+	2292	1020
YHR028C	VIII	164978	167434	-	2457	1850
YHR134W	VIII	371749	372558	+	810	177
YHR122W	VIII	353625	354320	+	696	701
YHR067W	VIII	230970	231812	+	843	303
YHL037C	VIII	25778	26179	-	402	7
YHR013C	VIII	130730	131446	-	717	721
YHR137W	VIII	375709	377250	+	1542	40
tT(AGU)H	VIII	116107	116179	-	73	0
YHR158C	VIII	413685	417179	-	3495	938
YHR038W	VIII	184066	184758	+	693	321
YHR042W	VIII	190543	192618	+	2076	3262
YHR028W-A	VIII	167352	167672	+	321	0
YHL049C	VIII	3726	4541	-	816	5
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	329
YHR069C	VIII	233579	234658	-	1080	656
YHR200W	VIII	499079	499885	+	807	1982
YHR053C	VIII	212535	212720	-	186	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	2
YHR021W-A	VIII	149225	149680	+	456	10
YHR114W	VIII	338083	339984	+	1902	682
YHR039C	VIII	184875	186809	-	1935	3494
YHL019W-A	VIII	67711	68304	+	594	1
YHR152W	VIII	401434	401955	+	522	364
YHL046W-A	VIII	9981	10307	+	327	0
YHL011C	VIII	80654	81616	-	963	2480
YHR129C	VIII	362999	364153	-	1155	334
YHR199C	VIII	497490	498422	-	933	629
YHR159W	VIII	417549	419063	+	1515	208
YHR193C	VIII	487712	488236	-	525	5127
YHR030C	VIII	168890	170344	-	1455	1015
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	17
YHR162W	VIII	423072	423461	+	390	5438
YHR089C	VIII	282681	283298	-	618	2281
YHL005C	VIII	98828	99220	-	393	3
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	16769
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	4
YHR212C	VIII	537759	538094	-	336	0
YHR005C	VIII	113499	114917	-	1419	1115
YHR187W	VIII	480990	481919	+	930	461
YHR183W	VIII	470960	472429	+	1470	8317
YHR205W	VIII	509363	511837	+	2475	1569
YHR139C-A	VIII	380108	380419	-	312	14
YHR111W	VIII	333072	334394	+	1323	734
YHR049W	VIII	206462	207193	+	732	1001
YHR131W-A	VIII	367747	367992	+	246	8
YHR072W	VIII	239098	241293	+	2196	1914
YHR209W	VIII	519437	520312	+	876	161
YHR107C	VIII	326813	328036	-	1224	1003
YHR071W	VIII	237004	237693	+	690	862
snR71	VIII	411228	411317	+	90	10
YHR216W	VIII	554396	555967	+	1572	1373
YHL013C	VIII	77430	78353	-	924	435
YHR060W	VIII	220725	221270	+	546	452
YHR143W-A	VIII	387233	387445	+	213	767
YHR142W	VIII	383538	384488	+	951	997
YHR058C	VIII	218997	219884	-	888	236
YHL008C	VIII	92627	94510	-	1884	69
YHR054W-A	VIII	214508	214702	+	195	0
YHR118C	VIII	344321	345628	-	1308	350
tT(UGU)H	VIII	466990	467061	+	72	0
YHL048W	VIII	6401	7546	+	1146	18
YHR157W	VIII	412907	413455	+	549	19
YHR110W	VIII	332282	332920	+	639	603
YHR023W	VIII	151666	157452	+	5787	1387
YHR062C	VIII	222877	223758	-	882	390
YHR219W	VIII	560173	562047	+	1875	9
YHR136C	VIII	374654	375100	-	447	16
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	3957
YHR181W	VIII	467228	467914	+	687	580
YHR214C-B	VIII	543964	549346	-	5383	27
YHL009W-B	VIII	85909	91318	+	5410	0
YHR214C-C	VIII	547910	549346	-	1437	0
YHL009W-A	VIII	85909	87150	+	1242	0
YIR015W	IX	381948	382382	+	435	157
YIL156W-A	IX	47292	47693	+	402	0
YIL115W-A	IX	144268	144639	+	372	7
YIL086C	IX	200153	200461	-	309	5
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	313
tT(AGU)I2	IX	325748	325820	+	73	0
YIL146C	IX	74184	75773	-	1590	224
YIL010W	IX	334882	335529	+	648	437
YIL117C	IX	140613	141569	-	957	457
YIL050W	IX	258913	259770	+	858	772
YIL107C	IX	163278	165761	-	2484	406
YIL150C	IX	61013	62728	-	1716	187
YIL165C	IX	33718	34077	-	360	242
YIL045W	IX	271161	272777	+	1617	173
YIL126W	IX	117992	122071	+	4080	2792
YIL158W	IX	46201	46815	+	615	376
YIR018W	IX	384609	385346	+	738	334
YIR039C	IX	430498	432111	-	1614	191
YIL082W	IX	205635	206507	+	873	0
YIL056W	IX	249991	251913	+	1923	588
YIL161W	IX	39433	40140	+	708	280
tS(UGA)I	IX	248850	248931	+	82	0
YIL119C	IX	136654	137877	-	1224	473
YIL016W	IX	321454	321933	+	480	638
YIL144W	IX	78074	80149	+	2076	550
YIL026C	IX	304477	307929	-	3453	851
tD(GUC)I1	IX	324303	324374	-	72	0
YIL163C	IX	36899	37252	-	354	61
YIL139C	IX	87979	88716	-	738	220
YIL171W	IX	19515	19844	+	330	14
YIL068C	IX	233057	235474	-	2418	645
YIL065C	IX	241308	241775	-	468	258
YIL098C	IX	179772	180239	-	468	316
YIL141W	IX	85053	85442	+	390	11
YIL009W	IX	339344	341428	+	2085	1657
YIR021W-A	IX	398514	398726	+	213	0
YIR020C-B	IX	397215	397949	-	735	0
YIL044C	IX	272950	273846	-	897	558
YIR020W-A	IX	394917	395159	+	243	0
YIR004W	IX	363221	364519	+	1299	1205
YIL092W	IX	189066	190967	+	1902	205
tD(GUC)I2	IX	336349	336420	-	72	0
YIL136W	IX	93619	94800	+	1182	358
YIR022W	IX	398733	399236	+	504	855
YIL002W-A	IX	350301	350510	+	210	544
YIL066W-A	IX	237366	237809	+	444	0
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	8031
YIL123W	IX	128151	129581	+	1431	2798
YIR001C	IX	356143	356895	-	753	588
YIL153W	IX	55198	56379	+	1182	397
YIR002C	IX	357415	360396	-	2982	813
YIL108W	IX	160887	162977	+	2091	662
YIR023C-A	IX	402383	402706	-	324	0
YIL067C	IX	235724	237760	-	2037	427
YIR019C	IX	389572	393675	-	4104	574
YIL028W	IX	302100	302498	+	399	24
YIL134W	IX	97395	98330	+	936	386
YIL159W	IX	41825	45952	+	4128	382
YIL011W	IX	333727	334536	+	810	236
YIL110W	IX	156045	157178	+	1134	790
YIL131C	IX	100781	102235	-	1455	793
YIL128W	IX	113806	116904	+	3099	787
YIL064W	IX	241943	242716	+	774	588
YIL071C	IX	228660	229994	-	1335	104
YIL147C	IX	69791	73453	-	3663	1100
YIL149C	IX	63028	68067	-	5040	1727
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	503
YIL005W	IX	345692	347797	+	2106	806
YIL169C	IX	23119	26106	-	2988	940
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	461
YIR014W	IX	381086	381814	+	729	74
tE(CUC)I	IX	197592	197663	+	72	0
YIR033W	IX	416124	419465	+	3342	782
YIL105C	IX	167581	169641	-	2061	571
YIL057C	IX	247902	248396	-	495	3
YIL017C	IX	318200	320965	-	2766	431
YIL132C	IX	99860	100501	-	642	90
YIL070C	IX	230272	231072	-	801	1696
YIL051C	IX	257843	258280	-	438	1587
YIL118W	IX	139752	140447	+	696	1091
YIL097W	IX	180427	181977	+	1551	156
YIR034C	IX	419615	420736	-	1122	3905
YIL109C	IX	157385	160165	-	2781	2936
YIL102C-A	IX	173365	173592	-	228	123
YIL105W-A	IX	167664	167804	+	141	0
YIL084C	IX	202276	203259	-	984	234
YIL039W	IX	278426	279847	+	1422	1743
YIR003W	IX	360885	362924	+	2040	754
YIR031C	IX	413015	414679	-	1665	467
YIL074C	IX	221081	222490	-	1410	8100
YIL022W	IX	311165	312460	+	1296	1674
YIL030C	IX	296050	300009	-	3960	2555
YIL140W	IX	85366	87837	+	2472	809
YIL031W	IX	292633	295737	+	3105	344
YIL014W	IX	326103	327995	+	1893	983
YIL137C	IX	89948	92788	-	2841	764
YIR037W	IX	423128	423619	+	492	808
YIL127C	IX	117024	117644	-	621	667
YIL143C	IX	80510	83041	-	2532	925
YIL079C	IX	210923	212005	-	1083	519
YIR008C	IX	373077	374306	-	1230	409
YIL040W	IX	277723	278139	+	417	435
YIL129C	IX	106107	113237	-	7131	1341
YIL100C-A	IX	177343	177681	-	339	0
YIL124W	IX	126204	127097	+	894	844
YIL042C	IX	275108	276292	-	1185	208
YIL115C	IX	144327	148709	-	4383	1367
YIL035C	IX	287790	288908	-	1119	1176
YIL176C	IX	8793	9155	-	363	0
YIL006W	IX	344062	345183	+	1122	109
YIL048W	IX	261437	264892	+	3456	1149
YIL066C	IX	238099	240708	-	2610	53
YIR029W	IX	410807	411838	+	1032	207
YIR018C-A	IX	385564	385701	-	138	49
YIL094C	IX	186517	187632	-	1116	11721
YIL103W	IX	171751	173028	+	1278	770
YIL155C	IX	51759	53708	-	1950	616
YIL152W	IX	56545	57252	+	708	162
YIL046W-A	IX	268309	268473	+	165	0
YIL002C	IX	350591	353431	-	2841	743
YIR030W-A	IX	412899	413282	+	384	2
YIL047C-A	IX	265099	265467	-	369	7
YIL156W	IX	48091	51306	+	3216	516
YIR012W	IX	378486	379781	+	1296	1378
YIL112W	IX	151595	154846	+	3252	1109
YIL025C	IX	308201	308575	-	375	7
YIL175W	IX	9183	9500	+	318	0
YIL100W	IX	177373	177726	+	354	0
YIR026C	IX	404873	405967	-	1095	595
YIR025W	IX	403659	404765	+	1107	187
YIR042C	IX	435273	435983	-	711	305
YIL075C	IX	217863	220700	-	2838	6547
YIL068W-A	IX	233013	233396	+	384	2
YIL063C	IX	242761	243744	-	984	771
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	21885
YIL027C	IX	303679	304104	-	426	729
YIL085C	IX	200490	202043	-	1554	1083
snR68	IX	97111	97246	+	136	89
YIL008W	IX	342536	342835	+	300	766
YIL030W-A	IX	295565	295903	+	339	0
YIL076W	IX	216658	217548	+	891	1396
YIR036W-A	IX	422635	423036	+	402	0
YIL029C	IX	300829	301257	-	429	97
YIR023W	IX	399777	402689	+	2913	610
tT(AGU)I1	IX	175031	175103	+	73	5
YIL053W	IX	255115	255867	+	753	9159
YIL101C	IX	175307	177250	-	1944	142
YIL120W	IX	134417	136108	+	1692	173
YIL174W	IX	9469	9696	+	228	0
YIL032C	IX	291961	292317	-	357	8
YIL142C-A	IX	83208	83540	-	333	0
YIL164C	IX	34087	34686	-	600	360
YIL096C	IX	182117	183127	-	1011	428
YIL160C	IX	40191	41444	-	1254	61
YIL134C-A	IX	96522	96725	-	204	2
YIL062C	IX	243998	244462	-	465	451
YIL151C	IX	57338	60694	-	3357	855
YIL059C	IX	246550	246915	-	366	0
YIR030C	IX	412036	412770	-	735	134
YIL083C	IX	203556	204653	-	1098	503
YIL019W	IX	315093	316133	+	1041	666
YIL020C-A	IX	313713	314051	-	339	25
YIL099W	IX	178004	179653	+	1650	30
YIL093C	IX	187990	188784	-	795	818
YIR024C	IX	402841	403491	-	651	283
YIL135C	IX	95065	96375	-	1311	805
YIL020C	IX	314035	314820	-	786	428
YIL023C	IX	309386	310426	-	1041	519
YIL177W-A	IX	846	1328	+	483	0
YIL037C	IX	283029	284999	-	1971	96
YIL142W	IX	83302	84885	+	1584	2030
YIR041W	IX	433929	434303	+	375	4
YIL034C	IX	289226	290089	-	864	785
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	201
YIL091C	IX	191030	193195	-	2166	946
YIL078W	IX	212499	214703	+	2205	7410
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	8006
YIR017C	IX	383556	384119	-	564	8
YIL125W	IX	122689	125733	+	3045	1939
YIL154C	IX	53981	55021	-	1041	298
PWR1	IX	395999	396939	+	941	0
YIL138C	IX	89230	89715	-	486	1248
YIL130W	IX	102782	105676	+	2895	725
YIL071W-A	IX	228550	229026	+	477	3
YIL043C	IX	274072	274926	-	855	3141
YIR013C	IX	380019	380384	-	366	4
YIL055C	IX	252042	253925	-	1884	217
YIL014C-A	IX	325212	325526	-	315	558
YIL049W	IX	260158	260919	+	762	225
YIL162W	IX	37385	38983	+	1599	900
YIL104C	IX	169982	171505	-	1524	330
YIL077C	IX	214991	215953	-	963	221
YIR032C	IX	415030	415617	-	588	138
YIL007C	IX	342994	343656	-	663	233
YIL021W	IX	312905	313861	+	957	504
YIR020C	IX	394255	394557	-	303	0
YIL038C	IX	280142	282652	-	2511	1240
YIR011C	IX	377287	378246	-	960	689
YIL046W	IX	268651	270573	+	1923	900
YIL157C	IX	46949	47542	-	594	309
YIL171W-A	IX	18260	18712	+	453	0
YIL121W	IX	132244	133872	+	1629	139
YIL170W	IX	19847	21220	+	1374	61
YIR038C	IX	423809	424513	-	705	361
YIR027C	IX	406260	407642	-	1383	123
YIL088C	IX	197931	199403	-	1473	1328
YIR028W	IX	408468	410375	+	1908	78
YIL001W	IX	353940	355481	+	1542	238
tK(CUU)I	IX	300228	300300	-	73	0
YIL173W	IX	11492	16141	+	4650	32
tE(UUC)I	IX	370417	370488	+	72	0
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	2
YIL054W	IX	254543	254860	+	318	8
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	11227
YIR017W-A	IX	383566	384165	+	600	0
YIL145C	IX	76354	77283	-	930	545
YIR006C	IX	365466	369908	-	4443	2430
YIL013C	IX	328207	332442	-	4236	498
YIL114C	IX	149143	149988	-	846	431
YIR035C	IX	421026	421790	-	765	560
YIR007W	IX	370704	372998	+	2295	200
YIL113W	IX	150559	151188	+	630	30
YIL036W	IX	285666	287429	+	1764	536
YIR010W	IX	375431	377161	+	1731	646
YIL033C	IX	290419	291669	-	1251	1103
YIR009W	IX	374525	374860	+	336	114
YIL041W	IX	276525	277505	+	981	1876
YIL087C	IX	199646	200119	-	474	235
ICR1	IX	393884	397082	-	3199	90
YIR036C	IX	422074	422865	-	792	137
YIL122W	IX	130610	131665	+	1056	123
tI(AAU)I2	IX	210665	210738	+	74	1
YIL021C-A	IX	313199	313468	-	270	0
YIL090W	IX	193595	195070	+	1476	876
YIL012W	IX	333011	333352	+	342	12
YIL024C	IX	308602	309171	-	570	101
YIL111W	IX	155311	155765	+	455	110
YIL095W	IX	183937	186369	+	2433	506
YIL029W-A	IX	299735	300106	+	372	0
YIL089W	IX	195599	196216	+	618	179
YIL166C	IX	30938	32566	-	1629	158
YIL060W	IX	246392	246826	+	435	0
tI(AAU)I1	IX	183440	183513	-	74	0
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	307
YIL061C	IX	244657	245559	-	903	206
YIR040C	IX	433389	433721	-	333	5
YIL102C	IX	174582	174887	-	306	6
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	7029
YIR016W	IX	382628	383425	+	798	211
YIR021W	IX	397294	398385	+	1092	119
YIL172C	IX	16784	18553	-	1770	0
YIL072W	IX	226602	228419	+	1818	84
YIL058W	IX	246914	247198	+	285	14
YIL047C	IX	265115	267823	-	2709	1435
YIL015W	IX	322342	324105	+	1764	1528
YIR005W	IX	364889	365335	+	447	234
YIL116W	IX	142928	144085	+	1158	3429
YIL003W	IX	349122	350003	+	882	280
YIL082W-A	IX	205635	210132	+	4498	34
YCR031C	III;III	177500;178214	177906;178220	-;-	414	10826
YCL011C	III	102075	103358	-	1284	2304
YCL040W	III	50838	52340	+	1503	1187
YCR052W	III	214994	216445	+	1452	677
YCR100C	III	301271	302221	-	951	132
YCR107W	III	313890	314981	+	1092	0
YCL002C	III;III	110808;111634	111557;111675	-;-	792	553
YCL024W	III	79162	82275	+	3114	418
YCR060W	III	224399	224734	+	336	269
YCR071C	III	240103	240543	-	441	573
YCR007C	III	126011	126730	-	720	103
YCL012C	III;III	101317;101701	101633;101788	-;-	405	179
YCR081C-A	III	258415	258651	-	237	0
YCR036W	III	193297	194298	+	1002	747
YCR063W	III	228318	228791	+	474	47
YCL042W	III	50584	50943	+	360	5
YCR097W-A	III	294439	294705	+	267	2
YCR025C	III	163446	163856	-	411	37
tK(CUU)C	III	151284	151356	-	73	0
YCR069W	III	239055	240011	+	957	951
YCR041W	III	200911	201243	+	333	0
YCR102W-A	III	306735	306932	+	198	12
YCR020C-A	III	154830	155096	-	267	377
YCL075W	III	2126	2566	+	441	0
YCR092C	III	276764	279820	-	3057	519
YCR005C	III	120946	122328	-	1383	8248
YCR038W-A	III	199293	199418	+	126	0
YCL034W	III	61658	62722	+	1065	857
YCL026C-B	III	73405	73986	-	582	128
YCR020W-B	III	155320	155556	+	237	387
YCR094W	III	286762	287937	+	1176	605
YCL028W	III	70150	71367	+	1218	856
YCL029C	III	68599	69921	-	1323	488
YCL074W	III	2824	3750	+	927	2
tQ(UUG)C	III	168301	168372	-	72	0
YCR086W	III	263392	263964	+	573	217
YCR006C	III	122530	123003	-	474	39
YCR083W	III	259578	259961	+	384	239
YCL039W	III	52645	54882	+	2238	442
YCL037C	III	57374	58678	-	1305	162
tE(UUC)C	III	82462	82533	-	72	1
YCL004W	III	109105	110670	+	1566	254
YCL076W	III	1392	2135	+	744	0
YCR011C	III	133724	136873	-	3150	2104
YCL054W-A	III	30910	30996	+	87	261
YCR020C	III	154012	154659	-	648	106
YCL065W	III	13751	14119	+	369	0
YCL057W	III	24768	26906	+	2139	2483
YCL069W	III	9706	11082	+	1377	0
YCR045W-A	III	208751	209101	+	351	0
YCL048W	III	42165	43556	+	1392	18
YCR002C	III	117380	118348	-	969	1080
YCR035C	III	191834	193018	-	1185	854
YCR066W	III	231500	232963	+	1464	217
YCR032W	III	179520	186023	+	6504	805
YCL059C	III	22429	23379	-	951	1153
YCR079W	III	252845	254173	+	1329	326
YCR021C	III	156109	157107	-	999	153
YCL026C-A	III	74704	75285	-	582	38
YCL046W	III	46640	46963	+	324	0
YCR104W	III	307801	308175	+	375	0
YCL001W	III	111916	112482	+	567	961
YCR054C	III	218376	220067	-	1692	341
YCR046C	III	209914	210423	-	510	770
YCR064C	III	228095	228505	-	411	1
YCL001W-B	III	113770	114024	+	255	16
YCR017C	III	144773	147634	-	2862	2258
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	506
YCL041C	III	50133	50627	-	495	9
YCR043C	III	206261	206644	-	384	703
YCR095W-A	III	289639	289797	+	159	27
YCL009C	III	104619	105548	-	930	3206
tP(AGG)C	III	123577	123648	-	72	7
YCR014C	III	139185	140933	-	1749	360
YCL036W	III	59026	60726	+	1701	589
YCR051W	III	214071	214739	+	669	558
YCL045C	III	44623	46905	-	2283	1974
YCL005W	III	108021	108791	+	771	382
snR43	III	107504	107712	-	209	64
YCR088W	III	265068	266846	+	1779	1172
YCR037C	III	194414	197185	-	2772	1136
YCR077C	III	250238	252628	-	2391	1487
YCR009C	III	130745	131542	-	798	1381
YCR098C	III	297049	298605	-	1557	98
YCR047W-A	III	211301	211507	+	207	0
YCR073W-A	III	246963	247910	+	948	458
YCR039C	III	199546	200178	-	633	2
YCL032W	III	63441	64481	+	1041	324
YCR049C	III	211871	212317	-	447	6
YCR076C	III	249293	250045	-	753	316
YCL057C-A	III	24032	24325	-	294	741
YCR053W	III	216697	218241	+	1545	3190
YCL008C	III	105696	106853	-	1158	321
YCR072C	III	240805	242352	-	1548	605
YCR057C	III	220457	223228	-	2772	1353
YCL044C	III	47111	48364	-	1254	561
YCL033C	III	62776	63282	-	507	278
YCL030C	III	65934	68333	-	2400	12049
YCL068C	III	11503	12285	-	783	0
YCL035C	III	60841	61173	-	333	1079
YCR008W	III	128470	130281	+	1812	1041
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	4
YCR091W	III	274404	276566	+	2163	139
YCR108C	III	315997	316188	-	192	0
YCR042C	III	201174	205397	-	4224	1203
snR65	III	177183	177282	+	100	4
YCL055W	III	27929	28936	+	1008	561
YCR003W	III	118620	119171	+	552	866
YCR022C	III	157421	157765	-	345	3
YCR089W	III	267434	272263	+	4830	464
tG(GCC)C	III	142701	142771	-	71	0
YCL016C	III	94621	95763	-	1143	270
YCL031C	III	64675	65568	-	894	1231
YCL048W-A	III	41488	41727	+	240	9
YCR018C	III	148238	148903	-	666	206
YCL022C	III	81570	82085	-	516	0
YCR087C-A	III	264006	264467	-	462	0
tT(AGU)C	III	295484	295556	+	73	1
YCL023C	III	78949	79296	-	348	0
YCL010C	III	103571	104350	-	780	625
YCR001W	III	115685	115999	+	315	29
tM(CAU)C	III	149920	149991	+	72	0
YCL018W	III	91324	92418	+	1095	7463
YCR073C	III	242588	246583	-	3996	418
YCR048W	III	211929	213761	+	1833	511
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	38
YCR033W	III	186489	190169	+	3681	1128
YCL007C	III	106974	107366	-	393	0
YCR019W	III	152837	153928	+	1092	293
YCR102C	III	304361	305467	-	1107	142
YCR075W-A	III	248975	249202	+	228	139
YCL058W-A	III	23584	23925	+	342	0
YCL047C	III	43661	44437	-	777	390
YCR106W	III	310958	313456	+	2499	0
YCR040W	III	200442	200969	+	528	0
YCR061W	III	225563	227458	+	1896	320
YCR045C	III	208135	209610	-	1476	258
YCR085W	III	262916	263269	+	354	18
YCR024C-B	III	162599	162865	-	267	5037
YCR101C	III	302482	303030	-	549	104
YCL049C	III	39786	40724	-	939	485
YCR015C	III	141217	142170	-	954	236
snR33	III	142364	142546	-	183	151
YCR038C	III	197621	199549	-	1929	122
YCL063W	III	17290	18561	+	1272	738
YCR024C	III	160744	162222	-	1479	479
YCR065W	III	229310	231004	+	1695	732
YCR087W	III	263976	264491	+	516	2
YCR034W	III	190592	191635	+	1044	2830
YCL052C	III	34143	35393	-	1251	682
YCR004C	III	119575	120318	-	744	1562
YCR059C	III	223454	224230	-	777	513
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	8
YCR096C	III	293179	293538	-	360	0
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	1280
tN(GUU)C	III	127716	127789	+	74	2
YCL021W-A	III	83620	83997	+	378	88
YCL064C	III	15798	16880	-	1083	83
YCR028C	III	170886	172424	-	1539	671
YCR082W	III	258883	259269	+	387	841
YCL061C	III	18816	22106	-	3291	642
YCL073C	III	6479	8326	-	1848	0
YCR013C	III	138402	139049	-	648	57
YCR090C	III	272315	272863	-	549	647
YCR084C	III	260311	262452	-	2142	2782
YCR050C	III	213464	213772	-	309	7
YCR099C	III	300832	301299	-	468	105
